women_in_parliament,basic_sanitation,basic_water_source,electricity,employment_rate,material_footprint,forest_area,mean_years_in_school,air_pollution,health_worker,red_list,poverty,life_expectancy,income,income_share_20,CO2,murder
1,0.19508106422745927,0.11961258893969012,0.10623219178313702,0.09911103301498932,0.2179581060269103,0.04591354471572508,0.37215346097507385,0.3908247988002472,-0.1853569306092737,0.04169949190253339,-0.22331181549533335,0.4085799252688908,0.32327015388707364,0.1903284619809131,0.1383332629122234,-0.14986577782482569
0.19508106422745927,1,0.8829562837807039,0.9106410647007437,-0.3280579750201923,0.5018750156270103,-0.06948923491066879,0.806205980974592,0.6349114726117241,-0.33874147931160087,-0.012583274959095626,-0.8277420659418259,0.8184591776609801,0.604030911136349,0.2794913891315678,0.51768920483086045,-0.38949965708990647
0.11961258893969012,0.8829562837807039,1,0.8977203118824665,-0.29872441297745916,0.471444984342207,0.003630718063151175,0.756619335832013,0.5806722452721639,-0.3407888101493123,-0.0720128950619013,-0.8561537058649078,0.7891473546626923,0.5480721685470356,0.1780532068924841,0.46105735511699686,-0.44502155574798613
0.10623219178313702,0.9106410647007437,0.8977203118824665,1,-0.3960144272626877,0.413886074545635,-0.051187549200443126,0.7666924656006144,0.5891294615208768,-0.3130816719282696,-0.04113841851627104,-0.8896904554932251,0.8191929105852566,0.5245869942921498,0.37752045952303304,0.45617082788128727,-0.3640236057217666
0.09911103301498932,-0.3280579750201923,-0.29872441297745916,-0.3960144272626877,1,-0.06085405770718477,0.20129131596087216,-0.22473679956787027,-0.2163838466668819,0.07439579431352956,-0.1627578525536162,0.4073729893975648,-0.2736462339442633,0.0014138942361512606,-0.12749174876837244,0.03927124672382869,0.058287205141806644
0.2179581060269103,0.5018750156270103,0.471444984342207,0.413886074545635,-0.06085405770718477,1,0.07439600093463669,0.4784649611285057,0.32089239557400046,-0.30326637414272106,0.1133902772092636,-0.4151516443024641,0.4568620285191509,0.695602662436412,0.29410731298263,0.5005549978142618,-0.29873057343841614
0.04591354471572508,-0.06948923491066879,0.003630718063151175,-0.051187549200443126,0.20129131596087216,0.07439600093463669,1,0.0393128354262375,-0.11311362956056288,-0.31229377074504755,-0.236782843262327,0.04130409149383683,-0.034545115236034686,-0.07675697252431889,-0.3240017517153098,-0.13704268307530154,0.0011127138642139831
0.37215346097507385,0.806205980974592,0.756619335832013,0.7666924656006144,-0.22473679956787027,0.4784649611285057,0.0393128354262375,1,0.7186075543367024,-0.4889714834628689,0.05133746672656535,-0.6779119301645694,0.7589375779428155,0.5720824934697698,0.40387251324408835,0.40965106856550054,-0.22236508016632017
0.3908247988002472,0.6349114726117241,0.5806722452721639,0.5891294615208768,-0.2163838466668819,0.32089239557400046,-0.11311362956056288,0.7186075543367024,1,-0.42325825152710755,0.17403879540619394,-0.47406698961670657,0.624969168585118,0.5024661567914818,0.24563807597001072,0.33719552187177493,-0.06394498946299906
-0.1853569306092737,-0.33874147931160087,-0.3407888101493123,-0.3130816719282696,0.07439579431352956,-0.30326637414272106,-0.31229377074504755,-0.4889714834628689,-0.42325825152710755,1,0.09328270252724986,0.4008451168705557,-0.3528216641605906,-0.2527465429355037,-0.05176660703510533,-0.005723849951781418,0.04951941744561348
0.04169949190253339,-0.012583274959095626,-0.0720128950619013,-0.04113841851627104,-0.1627578525536162,0.1133902772092636,-0.236782843262327,0.05133746672656535,0.17403879540619394,0.09328270252724986,1,-0.09928518738246926,-0.051166095549385,0.14386689082735168,0.46902691526225665,0.1354715122589405,0.035391526435258516
-0.22331181549533335,-0.8277420659418259,-0.8561537058649078,-0.8896904554932251,0.4073729893975648,-0.4151516443024641,0.04130409149383683,-0.6779119301645694,-0.47406698961670657,0.4008451168705557,-0.09928518738246926,1,-0.7805273429932486,-0.49257900243287184,-0.39540661271896077,-0.4723802478182423,0.3021049482805448
0.4085799252688908,0.8184591776609801,0.7891473546626923,0.8191929105852566,-0.2736462339442633,0.4568620285191509,-0.034545115236034686,0.7589375779428155,0.624969168585118,-0.3528216641605906,-0.051166095549385,-0.7805273429932486,1,0.5606753706885669,0.1938618585347768,0.39245760154446274,-0.43766338852636627
0.32327015388707364,0.604030911136349,0.5480721685470356,0.5245869942921498,0.0014138942361512606,0.695602662436412,-0.07675697252431889,0.5720824934697698,0.5024661567914818,-0.2527465429355037,0.14386689082735168,-0.49257900243287184,0.5606753706885669,1,0.3733001731050538,0.7447534405060272,-0.2899117652487356
0.1903284619809131,0.2794913891315678,0.1780532068924841,0.37752045952303304,-0.12749174876837244,0.29410731298263,-0.3240017517153098,0.40387251324408835,0.24563807597001072,-0.05176660703510533,0.46902691526225665,-0.39540661271896077,0.1938618585347768,0.3733001731050538,1,0.3720952727992266,-0.33263411296577416
0.1383332629122234,0.51768920483086045,0.46105735511699686,0.45617082788128727,0.03927124672382869,0.5005549978142618,-0.13704268307530154,0.40965106856550054,0.33719552187177493,-0.005723849951781418,0.1354715122589405,-0.4723802478182423,0.39245760154446274,0.7447534405060272,0.3720952727992266,1,-0.15977541182553906
-0.14986577782482569,-0.38949965708990647,-0.44502155574798613,-0.3640236057217666,0.058287205141806644,-0.29873057343841614,0.0011127138642139831,-0.22236508016632017,-0.06394498946299906,0.04951941744561348,0.035391526435258516,0.3021049482805448,-0.43766338852636627,-0.2899117652487356,-0.33263411296577416,-0.15977541182553906,1
